0.10028,-0.061573,0.64542,-0.098237,-0.050191,-0.55001,-0.018706,0.46307,0.25557,-0.11197,-1.1552,-0.23481,0.42212,-0.56807,-0.40459,-0.32485,-0.96485,0.25675,0.28397,-0.17341,-0.37172,-0.40152,-0.22404,-0.42309,0.37937,-0.55611,-1.0181,0.11491,-0.15554,0.1565,0.43772,0.70628,0.2463,0.42906,-0.028427,-0.67776,0.52674,-1.0271,0.13837,0.32898,-0.58925,-0.40227,0.97427,1.058,-1.0997,-0.79664,0.25379,-0.29088,-0.20307,-0.59016,0.1091,-0.87722,0.06268,-0.55981,-0.76504,0.48322,0.48323,0.96354,0.0042772,0.19123,0.37025,0.23873,0.14309,0.037671,-0.036613,0.28362,0.38331,0.50136,0.71221,0.13865,-0.429,0.1061,-0.02522,0.32077,0.51726,-0.56807,0.36241,-0.92933,0.091253,0.63507,1.5304,0.13534,0.16668,-0.24299,0.24874,0.2512,-0.86345,-0.49343,-0.2578,-0.24912,0.29704,0.21929,0.71111,0.13251,-0.076283,-0.24755,-0.51646,0.98859,0.33876,-0.35828
-0.15526,0.18499,-0.46101,0.74987,-0.80096,-0.26775,0.763,-0.066699,0.29848,-0.035264,-0.13941,0.21211,-0.46569,-0.59695,-0.42667,-0.46296,-0.24356,-0.48558,-0.16737,-0.35198,-0.13881,-0.2414,-0.37949,0.33878,0.12906,0.12586,-0.28377,0.33006,0.20047,0.79495,-0.1817,0.34675,-0.14143,-0.62472,-0.038195,-0.21294,-0.24833,-0.18644,0.51305,-0.17256,-0.74155,-0.84258,1.2169,0.78135,-0.43375,0.53686,-0.069183,0.3299,0.82038,0.77171,0.50968,-2.5663,0.12164,-0.90337,-0.21749,0.18992,0.19132,-0.36079,0.69922,0.29922,-0.57759,-0.87553,0.059127,-0.11746,-0.29764,-0.13686,-0.066539,0.69181,0.24551,-0.39172,0.29048,-0.94036,-1.0982,0.1551,-0.5779,-0.03202,0.0086575,0.12772,-0.058403,0.50133,0.16892,0.71467,-0.29201,0.43071,0.52577,0.57879,-0.4495,0.45965,-0.10829,0.038241,-0.081168,-0.47542,1.8162,0.17446,-0.60746,-0.8041,0.39505,0.14045,0.20809,-0.57754
0.0065828,-0.22452,-0.39256,0.22842,-0.16364,0.92917,0.054672,-0.34985,0.38586,0.20549,-0.65353,0.053051,0.35221,-0.31544,0.57272,0.033923,1.2227,1.1884,0.70751,-0.29452,-0.41944,0.33128,1.2342,-0.8312,0.43824,-1.0353,-0.51165,-0.30455,0.55925,0.08991,-0.71033,0.23468,-0.28362,-0.44658,0.42888,-0.35535,-0.51295,0.83744,-0.74414,-0.65203,0.53083,-0.27741,-0.35136,-0.66398,1.9451,0.13766,-0.32143,0.46181,-0.67403,-0.41441,0.95533,3.6205,-0.22185,3.5594,-0.28483,-0.874,-0.43616,-0.16195,-0.2857,-0.039622,0.51661,0.3467,-0.97005,-0.073814,-0.22752,-0.29921,0.47721,0.739,0.09604,0.015471,-0.41768,0.61669,0.49112,-1.0399,0.15032,1.7006,0.46147,0.66487,-0.23558,-0.95063,-0.7624,-0.89355,-0.35222,-1.2148,0.31796,-1.1239,0.1689,0.34984,0.59975,0.28659,0.72547,0.064689,-1.7526,0.075146,0.4592,0.82447,-0.71027,0.024899,-0.16376,-0.59036
0.056069,-0.024468,-0.35683,0.42436,-0.22296,-0.6838,0.12934,-0.36725,0.10164,-1.1637,0.089153,0.018878,-0.060126,-0.2286,-1.2599,-0.2231,-0.49002,-0.19568,-0.1081,0.77495,0.43252,-0.18155,0.3449,0.45695,-0.34438,-0.157,-0.36278,-0.68915,0.62556,0.47354,-0.40835,0.2993,0.15175,0.21615,-0.036454,-1.0075,0.776,-0.135,0.55644,-0.052145,-0.17367,-0.062027,-0.16798,0.18009,-0.15983,-0.039738,0.40785,0.033803,0.18189,0.68791,-0.18785,0.12409,0.20058,1.0607,-0.55677,-0.37764,-0.093211,0.31237,-0.071894,0.11183,-0.19233,-0.15405,-0.0053627,-0.80549,0.11187,-0.1777,-0.13821,-0.18454,-0.25238,-0.38862,-0.38102,0.56197,0.63544,0.060208,0.37082,0.26588,-0.6711,0.17817,0.38,-0.22065,0.81763,0.17838,-0.48264,0.24078,0.20079,-0.54923,-0.73188,0.0044694,0.52381,0.037974,0.19898,-0.63742,-0.24993,0.058809,-0.28249,0.44088,1.052,0.5738,-0.12638,0.070049
0.18672,0.18494,0.23608,0.35239,-0.82377,-0.084233,0.78677,-0.93219,0.25107,0.18729,-0.12453,0.21809,0.69226,-0.14036,-0.24245,-0.0065585,-0.57863,0.7886,-0.59395,0.19969,0.12359,0.52413,-0.17725,-0.26277,0.37794,0.59311,-0.14267,-0.21858,-0.61093,0.13092,0.70859,0.2982,0.28122,-0.056921,-0.55833,-0.37767,-0.17015,-0.60671,-0.40019,-0.32296,0.38779,0.25362,1.1937,0.10307,0.10178,-0.11051,0.30629,-0.56686,-0.0014243,-0.10322,-0.71497,-2.3157,0.44831,-0.75843,-0.78339,-0.17174,0.42375,-0.30296,0.54991,0.7886,-0.9135,-0.22012,-0.10785,0.47463,-0.19768,0.00337,-0.38048,0.55669,0.26535,0.058584,0.90476,0.067437,-0.80137,0.14728,0.22856,-0.58172,0.23852,-0.9893,0.19723,0.46429,0.7211,-0.067909,0.1741,0.4129,-0.47224,-0.25149,0.25105,0.19488,-1.0532,-0.20663,-0.2644,0.020679,0.4127,0.14882,-0.23984,-0.297,0.95662,0.35977,-0.53702,0.12812
0.32945,0.17106,0.30708,0.14624,0.35968,-0.067726,0.29693,-0.2202,-0.67803,-0.47168,0.37161,0.34949,-0.49383,-0.21035,-0.93397,0.10255,0.29354,-0.13867,0.29049,-0.57285,-1.0711,-0.52559,0.45704,-0.069537,-0.27407,-0.51053,-0.20939,0.64157,0.23262,0.6024,-0.33349,0.53967,0.22734,-0.6315,-0.36449,-0.043845,0.36236,-0.093555,0.55929,-0.29397,0.029181,-1.0617,0.38895,1.0325,0.047627,-0.21386,0.047647,0.23209,0.58055,0.59618,-0.39092,-0.75187,0.2321,-0.31435,-0.39253,0.28197,-0.24255,0.089801,0.4587,-0.20024,0.090032,0.266,-0.05774,0.64701,0.89758,0.34246,0.13218,-0.22757,0.97091,-0.70109,0.044676,-0.083243,-0.15832,-0.11773,-0.25619,-0.13122,1.1347,0.60915,0.01002,0.25369,-0.58896,-0.16675,-0.27951,0.6256,-1.0628,-0.025025,-0.52983,-0.20623,-0.62564,-0.033389,-0.57933,0.33028,-0.44636,-0.238,0.19448,0.67858,0.087513,-0.0016575,-0.24354,-0.18974
1.5307,-0.4259,-0.36728,0.19771,-0.000546,-0.70162,0.087893,0.65146,-0.23905,0.085549,-0.71089,-0.85195,0.17763,-0.37922,0.22129,0.85709,0.22654,-0.0053202,0.59196,-0.63048,-1.0452,1.2,-0.092866,-0.74883,0.61701,0.35274,0.44483,0.88443,-0.12614,0.41976,0.3186,0.27045,0.0038119,-0.0958,0.19523,-0.11572,-0.22212,-0.19479,0.12054,-0.034417,1.6269,1.0152,-0.492,-0.80626,1.3154,0.18884,-1.132,-0.079859,-0.62158,-0.075282,0.56474,1.8218,-1.047,0.80521,-0.62488,-0.86696,-0.55599,-0.054419,-0.8206,-0.24278,-0.2389,0.14681,0.11771,-0.89943,-0.17592,0.011165,0.27972,0.259,0.38157,0.38171,-0.23774,0.40802,0.193,-0.53886,-0.010247,0.91489,0.11877,0.95778,0.008419,-0.48383,-0.47284,0.10153,-0.52249,0.23698,0.92407,0.1639,0.60712,-0.50135,0.8698,-0.89833,0.073745,0.57607,-0.61513,-0.58725,0.45762,-0.054653,-0.10229,0.357,-0.52502,-0.0018044
-0.57552,-0.072657,0.53084,1.5129,-0.23871,0.3214,0.69815,-0.79398,0.55805,-0.10173,0.67147,-0.46242,-0.13083,-0.13048,0.3809,-0.46401,-0.80059,0.14889,-0.90045,0.12231,0.50688,-0.37042,-0.68422,-0.14292,0.87994,-0.0022245,0.30002,0.6762,0.35299,1.0832,-0.091723,-0.22878,-0.39395,0.25215,-0.55944,-0.076048,0.68982,-0.84087,0.30613,0.36889,-1.1619,0.14995,0.14481,0.18567,-0.63019,-0.20246,-0.8455,-0.72665,-0.11254,-0.14199,-0.34731,-1.9175,0.58331,-1.0389,-0.00091593,-0.003993,0.082091,-0.0046253,-0.89593,0.0052155,-0.10548,0.17941,-0.0025851,0.53205,0.77419,-0.22084,0.3456,0.043749,0.34785,-0.58129,0.83528,-0.53887,-0.686,0.15248,-0.25154,-0.56116,-0.92506,0.080174,-0.24632,0.56755,0.12591,0.78961,0.92956,-0.24195,-0.45178,-0.18542,-0.51992,0.16238,-0.49072,-0.96102,-0.18064,0.23501,1.0198,0.65135,-0.76595,0.08345,0.5617,0.39544,-0.72881,-0.53785
0.51236,-0.41027,0.10061,0.61707,0.14201,0.55495,-0.17404,0.0074756,-0.52546,0.16708,-0.49972,0.59353,-0.14354,-0.60737,-0.080766,-0.13614,-1.038,0.56663,0.1853,0.099583,0.81832,-0.42096,0.37975,-0.98587,-0.71214,-0.047887,-0.97031,-0.34837,0.28353,-1.0663,0.24865,0.018846,0.077419,0.57214,-0.67119,0.83346,-0.33371,0.10547,-0.12493,-0.012205,-0.32622,-0.2225,-0.1128,0.75697,-0.15936,0.15339,0.37906,-0.17647,-0.90145,0.69207,0.1018,-0.81552,0.83485,0.66349,-0.74462,-0.25539,0.21215,0.37115,-0.01164,-1.0047,-0.040956,0.15536,-0.3989,-0.62106,0.58736,-0.6679,-0.20766,0.16949,-0.36204,0.30503,-0.093556,1.2149,-0.052429,-0.015446,0.10854,-0.42503,0.033206,-0.16341,-0.39548,-0.050467,-0.41463,0.21608,-0.83493,0.3882,-0.73175,-0.68637,0.12839,-0.50476,0.53067,-0.56479,0.27501,-0.16354,0.20177,-0.35957,0.14219,-0.22064,-0.66758,0.015395,0.39253,-0.12913
-0.12751,0.3635,0.31305,-0.14993,0.92062,0.34729,-0.28629,-0.25818,-0.76994,-0.19638,-0.21197,-0.22015,0.49222,0.029016,-0.13201,-0.41116,0.45179,0.36602,0.14398,0.17038,-0.00038201,0.1576,-0.65218,-0.19143,-0.44916,0.20561,0.28934,-0.15684,-0.39709,-0.52908,0.011626,-0.15731,-0.55513,0.31792,-0.79028,0.28985,0.50309,-0.27966,-0.2706,0.26039,0.85651,0.19517,-0.64528,-0.71725,0.015224,-0.35241,-0.69467,-0.66138,-0.8736,0.37686,-0.031614,0.7362,0.41385,-0.68076,-0.19497,-0.58812,0.16434,-0.034507,-0.76083,-0.044741,0.07689,0.88066,-0.30682,-0.21601,-0.11265,0.11223,0.54137,-0.65294,0.79372,-0.22839,-0.14796,-0.73024,0.70691,-0.14599,0.32575,1.0278,0.014162,-0.55997,0.79514,-0.90583,0.53613,0.4187,0.17835,-0.27846,0.14826,-0.16474,0.091786,0.18573,0.73269,-0.25753,0.78366,0.30689,0.28296,-0.60373,-0.51474,-0.80189,0.31147,0.68211,-0.067424,0.97199
