124	27
124	60
124	334
27	136
27	270
27	31
27	35
27	15
27	28
27	240
60	270
60	131
60	33
243	136
243	8
243	4
243	1
243	6
136	1026
2	85
2	178
2	382
8	51
8	20
8	238
4	382
4	7
1	7
1	238
6	368
270	223
31	21
31	72
31	79
31	9
31	127
31	131
31	144
31	61
31	10
35	205
35	143
35	132
15	973
28	56
223	30
85	86
178	1018
21	71
21	213
21	162
21	234
72	117
72	137
72	128
72	48
72	80
72	1011
72	30
79	253
9	343
127	114
131	160
144	20
71	32
71	48
71	1048
32	278
32	106
48	125
48	334
213	210
213	96
162	196
162	320
162	998
162	47
51	93
20	368
117	138
137	47
210	283
210	68
87	103
278	126
125	239
196	115
114	96
283	277
68	247
68	156
68	244
126	43
247	244
382	1018
7	143
132	239
132	69
239	128
239	320
239	103
69	61
128	96
128	1050
320	18
103	225
1050	106
80	66
80	138
80	343
1011	240
33	1041
160	107
160	86
107	66
86	306
306	36
10	88
1026	170
170	121
121	122
122	36
36	245
245	12
1048	120
120	18
120	253
253	277
238	368
225	37
234	12
93	287
287	88
88	56
973	974
974	37
37	156
115	183
183	167
167	998
43	1041
