"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","142","143","144","145","146","147","148","149","150","151","152","153","154","155","156","157","158","159","160","161","162","163","164","165","166","167","168","169","170","171","172","173","174","175","176","177","178","179","180","181","182","183","184","185","186","187","188","189","190","191","192","193","194","195","196","197","198","199","200"
"1",0.063307,0.37892,0.12015,0.1323,0.25265,-0.26505,-0.25645,-1.5799,0.53946,0.49247,1.3364,0.41842,0.43253,-0.17899,-0.62081,0.85667,-0.28409,0.63956,-0.25947,-0.071265,-0.12941,0.10463,-0.76111,-0.22759,-0.12445,0.4355,0.79622,-0.70329,0.02507,-1.6576,0.32087,1.0628,-0.54111,0.056382,-0.44035,-0.69981,-1.573,0.55181,0.14964,-0.064453,0.46369,0.58925,-0.41201,-0.37824,-0.70634,-0.026002,0.76271,0.27473,-0.18846,0.32533,0.20978,-0.47189,0.34864,-0.49488,0.41451,-0.75983,-0.29728,-1.2918,-0.38175,-0.83008,0.45862,0.22903,-0.023535,0.2733,0.21378,-0.25899,-1.5512,0.21858,0.61004,-1.0843,0.47588,-0.35359,-0.035512,0.63813,0.049252,-0.1053,-0.88291,0.40765,0.26531,-0.048822,0.072244,0.0643,0.16575,-0.5014,0.44853,0.6042,0.72011,-0.079245,-0.69533,-0.53242,-0.43685,-0.27784,0.53384,-0.82035,0.092417,1.2307,0.5499,0.18256,0.075324,0.52454,0.27634,-0.12515,0.035614,0.28626,1.4635,-0.2425,-0.93628,-0.072804,-0.049304,-0.47888,0.17975,-0.37225,0.3836,0.11197,-0.5014,0.32208,0.32842,0.26499,-0.42012,0.086557,-0.104,0.57647,0.15147,-0.018464,0.082757,-0.64837,0.13688,-0.17919,-0.70503,-0.10735,-0.34518,0.4291,0.50994,0.3593,0.48473,-0.12053,-0.16838,0.44167,-0.61818,0.67546,0.28219,-0.14964,-0.11473,-0.35946,-0.10432,0.63475,0.57589,-0.49171,0.68906,-0.02145,0.44618,0.099471,1.0175,0.70627,-0.66889,-0.12677,1.6726,0.10426,-0.42382,-0.42847,-1.1001,-0.39031,-0.10416,1.2873,0.48973,-0.91917,0.0079563,0.98396,-0.48674,0.34867,-0.0019267,-0.054753,0.23061,0.60161,-0.18707,-0.26012,-0.43891,0.4355,-0.1918,-0.097151,0.22062,-0.3724,0.038266,0.22102,0.86155,-0.81949,0.09962,1.4434,-0.16627,-0.26739,0.12141,1.0386,-0.32571,0.47616,-0.34574,-0.96341,0.90813,0.49488,0.57883,-0.50352
"2",-0.23995,-0.65632,-0.15854,-0.51454,-0.54881,-0.54063,0.99299,-0.85399,-0.95355,0.42791,-0.34595,-1.1133,0.094758,-0.27821,-0.4928,0.1021,-0.43521,-0.13731,0.32848,-0.064148,0.6444,-0.21846,0.17433,-0.35696,0.3758,0.36572,0.24629,0.61941,-0.29911,0.3707,0.039574,0.082937,0.24776,0.4467,0.14495,-0.50545,0.13511,-0.6522,-0.11484,0.14984,-0.058077,-0.10066,-0.44187,-0.36205,-0.22926,0.00089473,-0.68511,0.24512,-0.062864,0.55019,0.61506,-0.10579,-0.0045878,0.31504,-0.15148,0.12415,0.55731,0.57964,0.39046,0.83457,0.20951,-0.87028,0.73658,0.51558,1.0424,0.33826,-0.12852,-0.37458,0.82037,0.52602,0.69697,0.33888,0.84443,-0.85938,-0.42654,-0.0070273,0.25399,0.42871,-0.29838,-0.90313,-0.69375,-0.81192,-0.40762,0.85257,0.35147,0.18469,0.20906,0.24564,-0.60477,0.18088,-0.020859,-0.17177,-0.40829,-0.043763,-0.34534,-0.22971,-0.089227,-0.073364,-0.2403,0.43071,-0.51225,-0.67214,0.53258,0.024296,0.012453,0.77697,0.3737,0.32136,-0.73952,0.32487,0.84401,0.55012,-0.10915,-0.17026,-0.09511,0.064958,0.028658,0.19622,-0.017572,0.17661,-0.35115,-0.58691,-0.1652,-0.19934,-0.82677,0.33185,0.51248,-0.45025,0.47466,-0.60646,0.21306,-0.008619,-0.4792,0.10226,0.30669,0.016651,-0.2569,0.16831,1.0073,-0.074843,0.42004,0.082839,0.36037,-0.073642,0.42124,-0.44379,0.64306,0.50078,0.035861,-0.45312,0.015547,0.2191,-0.9769,-0.25201,0.33373,-0.52491,0.0055844,-1.0427,-0.091,0.84981,0.83889,-0.078583,-0.34506,-0.86924,-0.8235,0.16457,-0.19463,-0.19316,1.2266,-0.38323,0.33447,0.13309,0.066624,0.40127,-0.32031,-0.15577,0.57689,0.56245,0.23267,0.43575,0.85624,0.19419,1.236,0.044511,1.3541,0.68089,-0.6895,0.45148,0.068388,0.75888,-0.3545,0.15898,-0.42172,-0.39387,0.45502,0.47266,-0.22531,-0.87107,0.77923,-0.12473
"3",0.11735,-0.14211,-0.10384,-0.83769,0.40196,0.49194,0.44487,-0.045738,0.12232,0.63341,-0.27467,0.63799,-0.55445,-1.1874,0.17606,-0.30522,-0.84768,-1.1903,0.17928,0.48512,-0.076892,-0.052406,-0.055731,0.28395,-0.11097,-0.14383,0.32081,-0.11288,0.50085,0.662,-0.30607,-0.13363,0.34153,0.16834,0.16873,0.16004,0.98478,-0.10731,-0.075338,0.47799,0.20487,0.56953,0.21183,-0.0298,-0.87192,-0.40199,-0.72222,-0.33788,-0.089493,-0.16611,0.21393,-0.61816,-0.65981,0.24212,-0.60294,-0.1624,0.44495,0.87038,-0.10877,0.052422,-0.60398,0.40199,-0.14079,0.36836,0.35883,-0.18634,0.21603,-0.010467,0.12828,0.52462,-0.4094,-0.18512,-0.087209,1.0003,0.0053017,-0.13254,-0.76008,-0.50697,0.27416,-0.79035,-0.53932,0.24305,-0.007746,-0.033608,-0.068591,-0.50222,0.1082,-0.76235,0.0023449,0.66319,0.47584,-0.0033653,0.15078,-0.22571,-0.24106,-0.24166,0.32425,-0.69673,-0.11609,-0.24576,0.70357,0.28145,-0.15307,-0.75809,-0.019307,0.19485,-0.48116,-0.72486,-0.33012,0.40726,-0.67239,-0.54117,-0.6874,-0.014342,-0.15077,0.10388,-0.47662,0.70282,0.32379,-0.77681,0.45732,-0.35881,-0.036212,0.57495,-0.31508,0.17653,-0.27873,-0.41408,0.74762,0.2849,-0.70594,-0.77229,0.27851,-0.02326,0.10603,0.59785,-0.11336,-0.258,0.45881,0.172,0.19179,0.88126,0.53236,-0.86793,-0.073434,-0.8979,-0.61858,0.015993,-0.024208,-0.26818,0.63062,-0.2941,-0.011304,0.525,0.50295,-1.1313,0.083225,0.27143,0.54917,0.81104,-0.039864,0.10955,0.24741,0.34184,0.22147,0.0723,-0.24441,-0.29182,0.60476,0.5986,-0.45795,-0.12137,0.43451,-0.18508,-0.030743,-0.027783,-0.024565,0.1538,-0.31927,0.0072031,-0.27376,-0.61075,-0.321,-0.40475,0.41563,-0.24056,-0.76187,-0.19729,0.093596,-0.34818,0.2955,0.12755,-0.19382,-0.55074,-0.48277,0.62102,0.082533,0.05757,-0.39863,1.0524
"4",-0.29271,-0.18143,-0.24796,-0.18032,1.1042,-0.35866,0.0034122,-0.075605,-0.51705,-0.73504,-0.51354,-0.3595,-0.41941,0.49575,-0.18625,-0.36394,-0.19946,-0.26908,-0.44264,0.058475,-0.17613,-0.2954,-0.33373,-0.0064626,0.23182,0.81188,0.59554,-0.41345,-0.11875,0.75429,-0.091186,0.24559,-0.20129,0.95584,-1.1889,0.36457,0.44719,0.94817,0.78471,-0.47281,0.39372,-0.36091,-0.26702,0.17296,0.4664,-0.079329,-0.73034,-0.10552,0.43988,0.14779,-0.026362,-0.61148,0.27691,0.41248,0.49611,0.070649,-0.59387,0.30397,0.11894,-1.0531,0.21196,0.68461,0.2367,0.15668,-0.25902,-0.051209,0.19736,-0.010924,-0.14781,0.79408,-0.78428,-0.78306,0.89864,0.024057,-0.30392,-0.22007,-0.86446,-0.89694,-0.0058596,0.24636,-0.45656,-0.62508,-1.1274,0.11512,0.52677,-0.08774,-0.32626,0.10115,-0.76749,-0.52333,-0.42225,0.27448,1.0848,-0.77186,-0.51046,-0.89235,0.10781,0.88317,0.73662,-0.17259,-0.97917,0.02922,-0.27786,0.46816,-0.59906,-0.052509,-0.36264,-0.61842,0.14852,0.60132,-0.26573,-0.4644,-0.33647,0.13099,0.044339,-0.020334,0.80822,-0.72723,0.058636,0.55511,0.12464,0.84792,-0.13496,-0.24165,-0.043998,0.31613,0.44438,-0.62734,-0.051632,0.10353,0.39666,0.33158,-0.7383,0.4578,0.0085271,0.2046,0.21721,0.0060943,-0.29494,0.37152,-0.051791,0.59729,0.21377,-0.49345,-0.60984,-0.015049,-0.64424,0.57612,0.5341,0.015831,-0.72102,0.73511,-0.090602,-0.85212,-0.11602,-1.1435,0.14304,-0.43252,0.2009,-0.071101,-0.60776,0.015991,0.58964,0.12556,0.41083,-0.42948,-1.1534,1.2152,0.8904,-0.10997,-0.13071,-0.076242,0.64141,-0.13097,-0.090265,0.10464,0.58934,0.16328,-0.93117,-0.40639,0.2684,0.19245,-0.40207,-1.3354,0.64276,-0.82901,0.21037,0.71506,0.28589,-0.73311,-0.46471,0.4154,-0.10864,-0.13347,0.80461,0.50316,-0.5144,-0.1379,0.023782,-1.3659
"5",0.29846,0.90133,-0.74273,-0.15376,0.40312,0.30236,-0.014549,-0.63432,0.8737,0.38312,0.9026,-0.11358,0.81286,0.88987,0.14882,-1.0126,0.95636,0.23998,-0.57672,-0.0607,0.45355,1.5765,0.67247,0.59255,-0.52104,-0.93013,-0.97929,0.24165,-0.097476,-0.49029,-0.03649,0.10774,-0.089007,-0.46418,-0.29869,-0.26953,0.68478,0.25873,1.0401,-0.35758,-0.40254,-0.75328,-0.096035,-0.67843,0.011065,-0.42537,-0.56074,-0.51448,-1.001,0.26318,-0.88688,-0.38701,-0.99042,0.35771,-0.97583,0.5338,-0.20376,-0.37224,0.96047,-0.087972,0.18722,-0.37696,-0.30105,-0.26579,0.19354,0.32689,0.30405,-0.93401,0.30906,-0.4673,0.086984,0.28432,0.75115,1.2716,0.19243,0.0871,-0.23295,-0.7298,-0.067219,-0.70802,0.30946,-0.06893,-0.099484,-1.1972,0.3732,0.061078,-0.52906,0.75342,-0.14216,0.23917,0.047173,-0.6927,-0.17953,-0.13597,-0.35048,-0.38919,0.23323,-0.90136,0.18461,-0.19098,-0.21969,0.035453,-1.0757,-0.5508,0.41155,0.20925,-0.21179,0.12959,-0.012861,0.30279,-0.1762,0.12671,-0.65533,0.65049,0.19468,0.95932,1.2752,-0.18035,0.69171,0.47814,0.92155,1.3641,0.13951,-1.0417,0.59815,0.42139,0.028468,0.19116,0.90357,0.1931,0.21366,1.2231,-0.77918,-0.31933,-0.7239,-0.19642,0.069432,0.053889,-0.030755,-0.045248,-0.57402,0.38112,-0.21434,-0.099354,-0.015358,-0.50294,-0.39679,0.16982,-0.74792,0.66817,0.48886,-0.70545,-0.29748,0.73624,-0.12391,-0.69281,0.078832,0.95634,0.74002,-0.42411,0.43539,-0.96724,-1.0149,0.088758,-0.26793,0.67439,-0.40085,0.12502,-1.0523,-0.27476,-0.23826,0.23926,-0.063215,-0.25119,-0.60769,-0.26395,-0.044322,-0.50741,0.22595,-0.52536,-0.02852,-0.026543,-0.02483,-0.13673,0.35292,0.087736,-0.85552,-0.33241,-0.37963,0.26153,-0.38796,-0.66882,-0.10335,-0.11851,-0.37868,-0.87116,-0.54636,-0.31621,-0.16932,-0.34245
"6",-0.87381,-0.397,-0.34073,0.18242,0.23393,-0.55551,-0.19999,-1.2506,0.10636,0.11376,0.6896,-0.69875,0.30147,0.70404,1.2823,0.026126,-0.21604,0.68156,-0.11332,0.40094,-0.75523,-0.048635,-0.54091,-0.45583,0.68729,-0.15698,0.61397,0.83321,-0.11248,-0.94444,0.089529,0.19573,-0.48886,0.19929,-0.01895,-1.0925,-0.22983,-0.89296,0.51783,-0.3659,0.048046,0.88847,-0.27808,0.66817,-0.48891,-0.58402,0.74694,0.27137,-0.52044,-0.1282,0.21327,-0.78202,-0.67932,-0.099739,-0.13098,0.85468,-0.41454,-0.26557,0.10785,-0.21259,-0.62129,-0.26874,-0.23945,-0.25739,-0.22285,-0.093651,0.13566,0.056429,-0.84042,0.41116,-0.31978,0.17535,-0.77156,0.35582,0.39113,-0.80566,-1.2516,-0.082103,0.52838,0.017063,0.27279,-0.46129,0.45487,-0.022586,1.1102,-0.29,0.18582,-0.4799,-0.26154,0.11052,-0.38435,0.70252,0.32458,0.0041482,-1.045,0.90882,-0.10216,0.51179,-0.27193,0.38447,-0.12033,-0.34974,-0.98215,0.22604,-0.17097,-0.52243,0.2482,0.28133,-0.061972,-0.67175,-0.58256,1.1718,0.60931,-0.25032,-0.2604,0.53521,-0.81458,1.2487,-0.39767,-0.78312,0.30297,0.36203,-0.72455,0.34995,0.046112,0.31996,-0.76713,0.22816,0.39777,-0.27096,-0.14245,0.19707,-0.25695,0.14276,0.26206,-0.14473,1.1292,-1.3707,0.40551,0.0072512,1.1188,0.27008,1.0184,-0.1128,-0.058831,0.0081385,0.31266,0.092274,-0.40902,-1.023,-0.022037,-0.84771,0.44033,0.035227,-0.29419,-0.57259,0.2541,-0.15686,0.46776,0.16052,0.099299,-0.053585,0.45422,0.62129,0.13616,0.5968,0.06171,0.63163,0.077651,0.22493,-0.35714,-0.086117,0.3627,-0.75483,0.48489,0.13808,-0.44754,-0.038671,0.20521,0.45559,0.39731,-0.49013,0.69624,-0.18135,0.020249,-0.36097,-0.63703,1.0074,-0.13115,-0.86376,-0.18715,0.15134,1.034,0.30731,1.1893,0.11808,0.11555,-0.20259,0.40459,0.1299
"7",-0.40077,0.37151,-0.57114,0.1619,0.056697,-0.0098776,0.11313,0.25497,-0.061288,-0.11686,0.032394,0.4597,-1.1368,0.1572,0.66883,-0.35006,0.69143,-0.18077,0.16457,0.13712,-0.091879,-0.54194,0.042243,0.83246,0.16181,-0.28149,-0.12043,-0.35317,0.029742,-0.12399,0.3739,0.45588,-0.30869,-0.33622,0.73775,-0.15062,0.34892,-0.32422,0.60756,0.44082,-0.51844,0.93248,-0.88069,0.43479,-0.15783,0.15099,0.13977,0.35604,0.23529,0.23701,0.4261,0.43674,0.056266,0.070915,-0.40401,0.14035,0.53099,-0.29776,-0.73935,0.87501,0.99606,-0.20871,-0.0026282,-0.069967,-0.34944,-0.44792,0.10208,-0.36284,-0.29952,0.082289,0.69265,0.14234,-0.39389,0.62079,0.13011,-0.33716,-0.028383,0.12928,-0.25233,0.19318,0.60376,0.37818,0.49113,0.39596,-0.12615,0.6314,0.17218,-0.14763,-0.32356,0.085822,0.23643,0.19646,0.23069,-0.40327,0.22801,-0.78506,0.60841,0.14007,-0.90993,-0.090075,-0.58589,-0.57857,-0.37998,-0.54386,0.096146,0.34796,0.086066,0.17026,0.08313,-0.34815,-0.58848,-0.71757,-0.19594,0.068194,-0.37363,0.17766,0.37596,0.3553,-0.10859,-0.084389,0.5998,-0.24309,-0.10692,-0.08202,0.45182,0.61915,0.31956,0.55865,-0.55768,0.089864,0.28692,-0.56664,0.64128,-0.07792,-0.55944,0.33716,-0.03814,0.54663,0.4203,0.2294,0.35382,-0.38867,-0.079579,0.42708,0.4483,-0.49471,0.93235,-0.23606,-0.59888,-0.71775,0.6737,-0.69317,-0.56794,0.46439,-0.22921,0.25457,-0.22322,-0.37747,-0.062569,-0.16615,1.4153,-0.51966,0.093063,0.12289,-0.76311,0.46119,-0.16144,0.50327,-1.1551,0.025665,-0.59283,-0.19224,-0.10005,-0.49186,0.646,-0.28771,-0.048217,0.51865,-0.42626,-0.20319,0.19641,-0.063779,-0.34127,-0.055862,-0.53696,0.64614,0.1081,-0.36411,-0.12978,0.1117,0.61312,0.19634,0.38257,0.15911,0.20905,-0.64627,-1.1838,-0.50093,-0.050617,-0.44155
"8",-0.48202,-0.095991,0.50536,-0.22105,-0.538,-0.51728,-0.63799,0.41489,0.94035,-0.19233,0.6892,0.77003,0.20726,-0.8665,1.0541,-0.4392,0.32267,0.6734,0.68365,-0.86906,-0.43225,-0.56558,-0.54873,0.16448,0.019221,0.56351,-0.29758,-0.62632,-0.73283,-0.12001,-0.6079,0.082188,-0.7466,-0.78964,0.075731,-0.61514,0.7769,-0.36075,-0.65358,0.77278,0.27054,0.98121,0.80379,-0.063273,-0.53308,-0.96342,0.68463,0.62721,-0.08799,-0.47783,0.43233,0.361,0.54853,-0.30027,-0.0085737,-0.54976,0.14778,0.11166,-0.21848,-0.5875,0.23307,0.57862,0.060482,-0.4795,0.075084,0.10786,-0.42942,0.63171,-0.15489,-0.11518,0.3058,-1.1548,-0.82817,0.24105,-0.46827,1.4292,-0.14669,-0.16989,0.017653,0.59904,0.07731,0.2369,0.99322,-0.2402,-0.3865,-0.43672,0.61384,-0.012771,-0.60717,0.04181,0.33867,0.048512,-0.033339,0.57078,-0.17416,0.26752,0.28203,0.48761,-0.10046,0.21641,-0.49439,0.0070478,0.45157,-0.39275,-0.64598,-0.025457,0.62882,-0.37321,-0.37373,-0.12961,-0.22131,0.38036,-0.15648,0.2314,0.51084,-0.52593,-0.64454,0.99826,1.3159,-0.32733,1.2623,-0.40881,0.40517,0.64088,0.30017,0.2791,0.22804,0.16504,0.75082,-0.025322,-0.010681,0.94415,0.92355,0.7904,0.24009,-0.7419,0.2754,0.13449,-0.079127,0.48147,-0.4066,0.36602,-0.87172,0.018076,-0.33667,-0.15546,-0.55702,0.27994,-0.089082,0.82884,-0.2388,0.50456,-0.39187,-0.70911,0.21913,0.4857,0.024624,-0.11541,-0.3652,-0.42201,0.55691,0.6533,0.98035,0.84113,-0.59338,-0.44992,0.29395,-0.075872,0.0082269,0.63377,-0.69895,-1.1086,-0.3187,-0.42182,0.026916,-0.61984,0.09591,0.5314,-0.27734,-0.19703,-0.26313,0.13889,0.44697,-0.24471,0.15327,0.11795,-0.19768,0.54707,0.80244,0.82313,0.091093,0.095803,-0.54445,0.21978,0.36246,-1.374,-0.88784,-0.61526,0.76489,-0.21295
"9",1.1562,1.6313,-0.27347,-0.30668,0.68809,0.23291,0.24154,-0.98171,-0.43068,-0.23847,0.64677,-0.077864,0.29146,0.8752,0.28456,-0.31225,0.19261,-0.76228,-0.71481,0.13681,0.42422,0.92166,0.35382,0.77268,-1.0758,-0.43309,-0.099132,1.1327,0.67279,0.84318,-0.24821,0.21598,-0.17388,0.35271,0.29313,0.7875,0.96476,0.54032,0.50118,-0.024637,0.20289,-0.067493,0.15745,-0.55023,1.3507,0.46951,-0.050827,-0.23787,-0.50899,0.13675,-0.56189,0.051911,-0.35557,0.073539,-0.33265,0.3418,-0.30168,-0.025204,-0.11457,0.35391,0.70382,-0.21073,0.65361,-0.51602,-0.57407,0.31816,0.98541,0.36748,0.27113,-0.36327,-0.59906,0.1287,0.83095,0.62199,-0.54854,-0.38896,0.021884,0.47213,-0.42465,-0.086713,0.46713,0.69387,0.066328,0.17616,0.35183,-0.1744,0.081205,0.8272,-0.33982,0.28517,-0.15006,0.23234,0.59661,-0.075407,-0.79748,0.28757,-0.77967,0.094852,-0.72624,0.0036269,-0.30243,0.49327,-0.48354,0.52042,-0.18943,-0.54004,-0.1038,-0.034713,-0.37012,0.40763,-0.71042,-0.016136,-0.27227,0.57005,0.30756,0.26994,0.83401,0.68393,0.4852,0.58218,-0.31342,0.1721,0.36581,0.59579,-0.37523,0.59573,-0.14,-0.035234,-0.56202,-0.51129,0.44994,0.23658,-0.41181,-0.61427,0.88981,0.20687,-0.12511,0.46275,-0.72709,0.5669,0.16467,1.2025,-0.67326,-0.049846,-0.016252,0.55397,-0.50133,-0.010044,0.95067,0.94566,0.61224,-0.151,-0.60688,0.16854,-0.98644,0.95091,-0.27692,0.59555,0.027391,0.09484,-0.017753,0.24029,0.014491,-0.092028,0.047196,0.37215,-0.84497,0.78197,-0.83727,-0.40195,-0.09474,0.29784,0.43936,0.4559,-0.49673,0.64545,0.038381,-1.5941,0.30193,0.73993,0.33094,0.59139,0.36138,0.33507,0.60821,0.12782,-0.50385,-0.22985,0.1331,0.72908,-0.43007,-0.70295,-0.34677,0.89226,0.97016,0.29551,-0.28441,0.54194,-0.072434,0.47938
"10",0.39472,0.88692,-0.46707,0.55203,-0.94782,1.2997,-0.067637,-0.15882,-1.3216,1.164,0.84473,0.34994,0.36359,-0.29762,-0.52189,-0.73683,-0.18071,-0.99217,-0.21562,-0.51807,0.053944,0.61742,0.21403,-0.26969,-0.16998,-0.38487,-0.45103,-0.45394,0.40627,0.47378,0.4326,-0.64471,-0.18936,0.27012,0.92129,0.010282,0.58573,-0.1366,0.46572,-0.24314,-0.51362,0.13665,-0.010197,0.33656,0.32439,-0.49314,0.42634,0.64158,0.25187,0.58616,-0.26653,-0.14849,0.0054752,0.19978,1.2082,0.61959,0.61728,-0.43284,0.069076,0.084764,-1.0313,0.10066,-0.56303,-0.66615,-0.25261,-0.39873,-0.12615,0.10502,0.74583,0.48253,0.49301,-0.33011,-0.027796,0.041555,-0.21479,0.47771,-0.081739,-1.0642,-0.54033,0.8571,0.22876,-0.0012866,-0.97311,0.24038,-0.26864,0.12123,0.80946,0.44725,0.006015,-0.046734,-1.1425,-0.01043,0.17663,0.72539,0.66787,-0.27309,-0.40869,0.97135,0.25125,-0.45307,0.34383,-0.67323,0.21721,-1.0388,-0.54554,0.6463,-1.1919,0.73214,0.24948,-1.2185,0.44337,-0.18168,0.49487,-0.32537,0.38703,0.45772,-0.61392,0.62108,0.65565,0.95938,-0.28485,0.080821,-0.39625,-0.52086,-0.47094,-0.092098,-0.054527,-1.1226,-0.18603,-1.3401,-0.975,0.57384,-0.14606,0.078878,0.37977,-0.3421,0.20817,-0.48429,0.4785,0.11527,0.6549,0.23148,0.44018,-0.1322,0.12745,0.31608,0.52469,0.37086,0.38499,0.24783,-0.60489,1.0681,-0.15433,-0.53023,-0.20117,0.10319,-0.5336,0.67407,-0.53914,0.18573,-0.55842,-0.014311,0.6867,0.056879,0.61178,-0.87226,-0.0034515,-0.88555,-0.063886,-0.40427,-0.45285,-0.42638,0.23294,-0.010505,-0.76668,0.59615,-0.053991,-0.019838,0.37341,0.68824,-0.86831,0.18605,-0.10539,-0.55187,-0.16639,0.21963,0.95311,-0.64892,-0.26711,-0.48215,-0.076271,-0.002313,0.13141,-0.16309,0.25631,0.45478,0.26759,-0.083288,0.11066,0.28013
